isbn_10,orig_title,orig_publication_yr,language_code
1563890933,The Sandman: A Game of You,1993,eng
60731486,The Other Side of the Story,2004,eng
553381539,Beach Music,1975,eng
842313079,"An Echo in the Darkness (Mark of the Lion, #2)",1994,eng
440184622,Tai-Pan,1966,eng
399157220,The Weird Sisters,2011,eng
413771164,The Truth,2000,eng
60920432,Flow: The Psychology of Optimal Experience,1990,eng
1932796789,,1985,eng
1439177805,,2010,eng
312949804,Mine Till Midnight,2007,eng
1416522913,All the President's Men,1974,eng
399254838,,2011,eng
141439629,The Mill on the Floss,1860,eng
1400066409,Super Sad True Love Story,2010,eng
441068804,,1982,eng
451239350,Lover at Last,2013,eng
159514451X,,2011,eng
6280838,Surprised by Joy: The Shape of My Early Life,1955,eng
465026567,"Gödel, Escher, Bach: An Eternal Golden Braid",1979,eng
805005013,,1969,eng
439286069,Freak the Mighty,1993,eng
316212822,This Is What Happy Looks Like,2013,eng
310245656,What's So Amazing About Grace?,1997,eng
1416595201,Kill Shot,2012,eng
553381652,The Plains of Passage,1990,eng
1419711326,Hard Luck,2013,eng
316159417,Bokhandleren i Kabul,2002,eng
743437314,The Merchant of Death,2002,eng
345497511,The City & The City,2009,eng
1416510567,Fatal Voyage,2001,eng
441017029,Magic Strikes,2009,eng
1478322306,My Favorite Mistake,2012,eng
425176088,Airport,1968,eng
446545244,Angel,2011,eng
791071685,Kurt Vonnegut's Cat Cradle,2002,eng
192751077,Ramona the Brave ,1975,eng
553564927,Star Wars: The Last Command,1993,eng
1616960922,The Emperor's Soul,2012,eng
1416584080,Just After Sunset,2008,eng
786851716,Sold,2006,eng
192838997,Евгений Онегин: Роман в стихах ,1833,eng
1423171020,These Broken Stars,2013,eng
670062278,The Two Pearls of Wisdom,2008,eng
689862210,The View from Saturday,1996,eng
312594429,Hidden,2012,eng
1423121325,Spell Bound,2012,eng
1557091552,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",1930,eng
446679089,Plum Island,1997,eng
60775971,The Story of Doctor Dolittle,1920,eng
743454510,Second Glance,2003,eng
069401298X,Frog and Toad Together,1971,eng
1563127873,The Lottery,1948,eng
345459202,Big Stone Gap,2000,eng
61797022,The Gathering,2011,eng
1595143203,The Fiery Heart,2013,eng
441018521,Magic Bleeds,2010,eng
1501116975,El amante japonés,2015,eng
552154164,Jingo,1997,eng
553589377,Kiss of Midnight,2007,eng
375753737,Sons and Lovers,1913,eng
031235326X,A Woman of Substance ,1979,eng
1455521213,The Hit,2013,eng
441013678,Count Zero,1986,eng
140006466X,Peony in Love,2007,eng
316051594,Twenty Boy Summer,2009,eng
446677477,Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,1998,vie
1605980927,Isprinsessan,2004,eng
767907817,Bookends,2000,eng
765316978,The Last Colony,2007,eng
60283289, ,2002,eng
147677143X,Finding Cinderella,2013,eng
60086246,Last Chance Saloon,1999,eng
148234873X,Beauty from Pain,2013,eng
441328091,,1984,eng
1593080298,Die Verwandlung und andere Erzählungen,1915,eng
006079156X,The Space Between Us,2006,eng
451528182,Gawayn and þe Grene Knyȝt,1390,eng
140621334,Three Men in a Boat (To Say Nothing of the Dog),1889,eng
345326490,Desert Solitaire,1968,eng
312306342,Plum Lovin',2007,eng
159562015X,Strengths Finder 2.0,2007,eng
1842431293,Another Roadside Attraction,1971,eng
6178731,Rage of Angels,1980,eng
1595144331,,2010,eng
142998192X,Everlasting,2011,eng
1481280767,,2012,eng
553381350,The Right Stuff,1979,eng
345476980,Vanish,2006,eng
006056668X,"Fluke: Or, I Know Why the Winged Whale Sings",2003,eng
871917726,The Tell-Tale Heart,1843,eng
1594487561,Girl in Translation,2010,eng
62014552,Panic,2014,eng
1579124577,,1519,eng
1477808701,Wayward,2013,eng
553536516,Finding Audrey,2015,eng
7158475,Fox in Socks,1965,eng
375706852,Benim Adım Kırmızı,1998,eng
671227424,The Teachings of Don Juan: A Yaqui Way of Knowledge,1968,eng
689878362,Stone Soup (Stories to Go!),1947,eng
786839171,The Warrior Heir,2006,eng
075791084X,Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D,2003,eng
1852864982,Death: the High Cost of Living,1993,eng
62208195,Destroy Me,2012,eng
553588079,Gone,2006,eng
1400062756,Mindset: The New Psychology of Success,2006,eng
545060443,"Beyond the Grave (The 39 Clues, #4)",2009,eng
6280935,The Problem of Pain,1940,eng
1416949658,The Dark Is Rising,1973,eng
374239215,Purity,2015,eng
451205421,The Door to December,1985,eng
747266921,Four Blind Mice,2002,eng
312364105,True Colors,2009,fr
385334230,Slapstick,1976,eng
812975219,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,2001,eng
425213978,Labyrinth,2005,eng
375705244,Founding Brothers: The Revolutionary Generation,2000,eng
553565079,Forward the Foundation,1993,eng
3401063472,Saphirblau,2010,ger
307700666,"Going Clear: Scientology, Hollywood, and the Prison of Belief",2013,eng
759529434,Twilight: The Graphic Novel,2010,eng
99478331,The French Lieutenant's Woman,1969,eng
486223051,The Rime of the Ancient Mariner,1798,eng
920236162,The Paper Bag Princess,1980,eng
582461502,Tortilla Flat,1935,eng
812966295,King Solomon's Mines,1885,eng
1563891379,The Sandman: Brief Lives,1994,eng
61720771,The Return: Nightfall,2009,eng
375828257,The People of Sparks,2004,eng
374506841,Narziß und Goldmund,1930,eng
1563891069,The Sandman: Fables and Reflections,1990,eng
1620401398,The Bone Season,2013,eng
141439963,Little Dorrit,1855,eng
142406139,Eagle Strike,2003,eng
739418378,Valley of the Dolls,1966,eng
375760385,The Source,1965,eng
1400033543,You Shall Know Our Velocity!,2002,eng
9770907375,ثلاثية غرناطة,1994,ara
689853491,We're Going on a Bear Hunt,1989,eng
1595142711,Vampire Academy Collection,2009,fr
345352661,Guardians of the West,1985,eng
399156577,The Search,2010,eng
446613371,Honeymoon,2005,eng
345461622,Pandora's Star,2004,eng
439224063,The Raven and Other Poems,1845,eng
077832740X,The Weight of Silence,2008,eng
62330268,Trigger Warning: Short Fictions and Disturbances,2015,eng
068482535X,Lincoln,1995,eng
441015832,Magic Burns,2008,eng
143039024,The Quiet American,1955,eng
1480114480,The Proposition,2012,eng
425213382,Cause of Death,1996,eng
393307050,Master and Commander,1969,eng
575077352,孫悟空と仲間たち,1985,eng
441009425,Revelation Space,2000,eng
316096156,Private,2010,eng
312652917,Wicked Appetite,2009,eng
1416980067,Tales from a Not-So-Fabulous Life,2009,eng
1416509879,A Hunger Like No Other,2006,eng
159514398X,A Million Suns ,2012,eng
1841493155,The High Lord,2002,eng
62107313,The Valley of Amazement,2013,eng
446694851,Three Weeks with My Brother,2004,eng
080508052X,The High King ,1968,eng
62004018,Die for Me,2011,eng
394724550,Gift from the Sea,1955,eng
452287081,Confessions of an Economic Hit Man,2004,eng
802130305,Ficciones,1944,eng
425141233,Winter Prey,1993,eng
684843323,The Complete Short Stories of Ernest Hemingway,1925,eng
671037706,Dandelion Wine,1957,eng
009947137X,The Mummy,1989,eng
385528752,Switch: How to Change Things When Change Is Hard,2010,eng
99470470,The Collector,1963,eng
60734086,Fairest,2006,eng
006218850X,The Orchardist,2012,eng
767919408,One Summer: America 1927,2013,eng
752876821,Evening Class,1996,eng
1857239016,The Talismans of Shannara,1993,eng
808516965,Anne of Windy Poplars,1936,eng
014044176X,Герой нашего времени,1840,eng
084230052X,The Atonement Child,1997,eng
385494246,Amsterdam,1998,nl
812966007,Theodore Rex,2001,eng
031215125X,The Far Pavilions,1978,eng
385340567,Nothing to Lose,2008,eng
1101874082,Adultério,2014,eng
312289510,The Christmas Shoes,2001,eng
553805096,The Snowball: Warren Buffett and the Business of Life,2008,eng
743452925,The Bride,1989,eng
1741662095,Erak's Ransom,2007,eng
525953493,Missing Υou,2014,eng
375706860,Kar,2002,eng
1741663024,Halt's Peril,2009,eng
345447867,The Apprentice,2002,eng
307098222,Betty Crocker's Cookbook,1969,eng
312367465,Elsewhere,2005,eng
525952276,Stay Close,2012,eng
316117366,The Quickie,2007,eng
316013943,Step on a Crack,2007,eng
803738552,Counting by 7s,2013,eng
61284475,,2010,eng
345490657,"A Kiss of Shadows (Merry Gentry, #1)",2000,eng
743453964,Executive Power,2003,eng
1423368886,Savor the Moment,2010,eng
1599869691,The Most Dangerous Game,1924,eng
765319853,Little Brother,2008,eng
1400095921,Dearly Devoted Dexter,2005,eng
62509594,Essential Rumi,1273,eng
147671777X,Inside the O'Briens,2015,eng
765348802,Memories of Ice,2001,eng
553807056,Odd Hours,2008,eng
451220897,The Dead Girls' Dance,2007,eng
141690817X,"The Realms of the Gods (Immortals, #4)",1996,eng
765317583,One Second After,2009,eng
439656249,Gregor and the Curse of the Warmbloods,2005,eng
374193681,The Lover's Dictionary,2011,eng
1857231325,The Wishsong of Shannara ,1985,eng
373772327,The Darkest Kiss,2008,eng
983157227,Pure,2012,eng
743299396,No One Belongs Here More Than You,2005,eng
345522486,Hammered,2011,eng
1416509887,No Rest for the Wicked,2006,eng
1416599398,Extreme Measures,2008,eng
1632150778,"Saga, Volume Four",2014,eng
1476759545,A Beautiful Wedding,2013,eng
1400068312,Sisterland,2013,eng
1594488878,"Juliet, Naked",2009,eng
1558749209,Chicken Soup for the Soul,1993,eng
044661758X,The Concrete Blonde,1994,eng
61051586,Carpe Jugulum,1998,eng
038533351X,Bluebeard,1987,eng
684847817,"Good Faeries, Bad Faeries",1998,eng
316043877,,2010,eng
451822196,Cycle of the Werewolf,1983,eng
142401099,The Devil's Arithmetic,1988,eng
312347294,The World Without Us,2007,eng
375708278,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",1999,eng
141184272,Orlando: A Biography,1928,eng
000723368X,Thanks for the Memories,2008,eng
140432108,Agnes Grey,1847,es
399153721,Angels Fall,2006,eng
1416595163,Pursuit of Honor,2009,eng
312362153,"Acheron (Dark-Hunter, #15) - Part 1",2008,eng
038541305X,South of Broad,2009,eng
676977731,The Birth House,2006,eng
1416953582,Fade,2009,eng
1400031699,The Little Friend,2002,eng
1423113497,Percy Jackson and the Olympians Boxed Set,2008,eng
803733062,Savvy,2008,eng
034551176X,The Book of Basketball: The NBA According to The Sports Guy,2009,eng
446613355,London Bridges,2004,eng
8173711461,Wings of Fire: An Autobiography,1999,eng
62113933,The Ripper,2011,eng
159420411X,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,2012,eng
399160302,Salt to the Sea,2016,eng
157912626X,The Body in the Library,1942,eng
