isbn_13,isbn_10,orig_title,orig_publication_yr,language_code
9.78031E+12,307277887,Darkly Dreaming Dexter,2004,eng
9.78184E+12,1841493007,Living Dead in Dallas,2002,eng
9.78077E+12,765305119,The Dragon Reborn ,1991,eng
9.78014E+12,141439491,Gulliver’s Travels,1726,eng
9.78074E+12,743482751,Much Ado About Nothing,1598,eng
9.78039E+12,393320979,Beowulf,975,eng
9.7814E+12,1401207529,Batman: Year One,1987,eng
9.78006E+12,62409859,Go Set a Watchman,2015,eng
9.78032E+12,316143472,When You Are Engulfed in Flames,2008,eng
9.78032E+12,316134023,Daughter of Smoke & Bone,2011,eng
9.78141E+12,1409151174,Red Queen,2015,eng
9.7814E+12,1400069289,The Power of Habit,2011,eng
9.78068E+12,679751521,Midnight in the Garden of Good and Evil,1994,eng
9.7813E+12,1301949825,Hopeless,2012,eng
9.78014E+12,142437018,A Little Princess,1905,eng
9.78014E+12,142406252,The Truth About Forever,2004,eng
9.7816E+12,1595143068,Last Sacrifice ,2010,eng
9.78006E+12,64400026,Little House on the Prairie,1935,eng
9.78038E+12,380002558,The Velveteen Rabbit,1922,eng
9.78006E+12,60589469,Zen and the Art of Motorcycle Maintenance,1974,eng
9.78038E+12,375759239,The War of the Worlds,1897,eng
9.78006E+12,60887303,Pretty Little Liars,2006,eng
9.78067E+12,670241334,Corduroy,1948,eng
9.78159E+12,1594200823,The Omnivore's Dilemma,2006,eng
9.78032E+12,316176486,Life After Life,2013,eng
9.78045E+12,446696129,The Rescue,2000,eng
9.78045E+12,045057458X,Needful Things,1991,eng
9.78039E+12,385335997,Voyager,1993,eng
9.78039E+12,393315053,,1996,eng
9.78031E+12,307348245,Cujo,1981,spa
9.78075E+12,747560595,The Virgin Suicides,1993,eng
9.78044E+12,441012183,Dead to the World,2004,eng
9.78014E+12,141439599,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,1891,eng
9.78019E+12,192840398,Madame Bovary,1856,eng
9.78039E+12,394820371,The Phantom Tollbooth,1961,eng
9.78077E+12,765326353,The Way of Kings,2010,eng
9.78184E+12,1841493015,Club Dead,2003,eng
9.78079E+12,078685197X,It's Kind of a Funny Story,2006,eng
9.78077E+12,765316889,,2007,eng
9.78035E+12,034552554X,The Language of Flowers,2011,eng
9.78156E+12,156389341X,Batman: The Dark Knight Returns,1986,eng
9.78045E+12,446617792,The Angel Experiment,2005,eng
9.78157E+12,1573225517,High Fidelity,1995,eng
9.78045E+12,446696110,The Guardian,2003,eng
9.78039E+12,385721676,Oryx and Crake,2003,eng
9.78006E+12,60574216,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",1998,eng
9.78006E+12,60899220,Kitchen Confidential: Adventures in the Culinary Underbelly,2000,eng
9.7801E+12,99244721,Timeline,1999,eng
9.78049E+12,486266893,Candide,1759,eng
9.78037E+12,374480095,Tuck Everlasting,1975,eng
9.78225E+12,2253147699,Christine,1983,fre
9.78E+12,1713221,Are You My Mother?,1960,eng
9.78071E+12,071483355X,The Story of Art,1950,eng
9.78031E+12,312642962,Scarlet,2013,eng
9.78075E+12,751532711,"Rich Dad , Poor Dad",1997,eng
9.78144E+12,1442426640,Silence ,2011,eng
9.78067E+12,670020559,The Magicians,2009,eng
9.78142E+12,1421501686,デスノート #1 (Desu Nōto) Taikutsu (退屈),2004,eng
9.78069E+12,689875347,A Great and Terrible Beauty,2003,eng
9.78006E+12,60529709,Everything Is Illuminated,2002,eng
9.78075E+12,752863886,The Bourne Supremacy,1986,eng
9.78043E+12,425266745,Easy,2012,eng
9.78014E+12,140439447,David Copperfield,1849,eng
9.78032E+12,316013684,The Absolutely True Diary of a Part-Time Indian,2007,eng
9.78068E+12,679760806,Мастер и Маргарита,1967,eng
9.78055E+12,553383043,A Wizard of Earthsea,1968,eng
9.78076E+12,763616052,Because of Winn-Dixie,2000,eng
9.78074E+12,743253973,A Separate Peace,1959,eng
9.78039E+12,385339607,The Rainmaker,1995,eng
9.78014E+12,142437239,Don Quijote de La Mancha,1605,eng
9.78001E+12,6480098,Assassin's Apprentice,1995,eng
9.78035E+12,345418921,The Restaurant at the End of the Universe,1980,eng
9.78039E+12,385739141,Torment,2010,eng
9.78072E+12,723247706,The Tale of Peter Rabbit,1901,eng
9.78006E+12,64405044,The Silver Chair,1953,eng
9.78077E+12,765316897,The Hero of Ages,2008,eng
9.78068E+12,679746048,"Girl, Interrupted",1993,eng
9.78006E+12,61173398,"Are You There, Vodka? It's Me, Chelsea",2007,eng
9.78074E+12,743278909,Jonathan Livingston Seagull,1970,eng
9.78148E+12,1481426303,City of Heavenly Fire,2014,eng
9.78092E+12,920668372,Love You Forever,1986,eng
9.78142E+12,1416524517,Cell,2006,eng
9.78067E+12,067002581X,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,2013,eng
9.78062E+12,618391118,The Silmarillion,1977,eng
9.78045E+12,451210859,The Drawing of the Three,1987,eng
9.78033E+12,330449605,The Forgotten Garden,2008,eng
9.7801E+12,99428644,Der Prozeß,1925,eng
9.78014E+12,142501557,This Lullaby,2002,eng
9.78074E+12,743275012,Plain Truth,2000,eng
9.78039E+12,385523386,Orange Is the New Black: My Year in a Women's Prison,2010,eng
9.78045E+12,451528018,The Hound of the Baskervilles,1902,eng
9.78037E+12,374275637,"Thinking, Fast and Slow",2011,eng
9.78069E+12,689841582,"Are You There God? It's Me, Margaret",1970,eng
9.78055E+12,446612707,Nights in Rodanthe,2002,eng
9.78148E+12,1476754454,Mr. Mercedes,2014,eng
9.78044E+12,441014941,All Together Dead,2007,eng
9.78038E+12,375706771,Midwives,1997,eng
9.7804E+12,395389496,The Polar Express,1985,eng
9.78014E+12,140544518,The True Story of the Three Little Pigs,1989,eng
9.78043E+12,425134350,Patriot Games,1987,eng
9.78006E+12,61124265,Veronika decide morrer,1998,eng
9.78039E+12,385349947,"Lean In: Women, Work, and the Will to Lead",2013,eng
9.78044E+12,441013333,Dead as a Doornail ,2005,eng
9.78006E+12,62085484,"Shatter Me (Shatter Me, #1)",2011,eng
9.78044E+12,441783589,Starship Troopers,1959,eng
9.78039E+12,385342063,I've Got Your Number,2011,eng
9.78186E+12,1857993284,Sofies Verden,1991,eng
9.78032E+12,316134112,,2011,eng
9.78055E+12,553278223,The Martian Chronicles,1950,eng
9.78031E+12,307592839,A Visit From the Goon Squad,2010,eng
9.78075E+12,753454947,Heidi,1880,eng
9.78006E+12,61015725,Prey,2002,eng
9.78001E+12,7202326,The Last Battle,1956,eng
9.78053E+12,525950079,World Without End,2007,eng
9.78031E+12,312360304,Chosen: A House of Night Novel,2008,eng
,,Slammed,2012,eng
9.78006E+12,60874163,"Beastly (Beastly, #1, Kendra Chronicles, #1)",2007,eng
9.78014E+12,140424385,Tales of Caunterbury,1390,eng
9.78031E+12,312348649,Baby Proof,2006,eng
9.78038E+12,375856110,Inheritance,2011,eng
9.78031E+12,307593312,いちきゅうはちよん [Ichi-Kyū-Hachi-Yon],2009,eng
9.78184E+12,1840224029,Uncle Tom's Cabin or Life Among the Lowly,1852,eng
9.78006E+12,60809248,Le Fantôme de l'Opéra,1909,eng
9.78037E+12,374158460,Freedom,2010,eng
9.78014E+12,142421715,Crossed,2011,eng
9.78142E+12,1423100034,"I'd Tell You I Love You, But Then I'd Have to Kill You",2006,eng
9.78142E+12,1416562591,The White Tiger,2008,eng
9.78184E+12,1841156736,The Corrections,2001,eng
9.78192E+12,1921351438,Dreams from My Father,1995,eng
9.78006E+12,60541830,Congo,1980,eng
9.78069E+12,689711735,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",1972,eng
9.78062E+12,618101365,Interpreter of Maladies,1999,eng
9.78006E+12,60838655,A People's History of the United States: 1492 to Present ,1980,eng
9.78068E+12,679745653,Breakfast at Tiffany's,1958,eng
9.78035E+12,345504968,The Passage,2010,eng
9.78006E+12,60515198,Anansi Boys,2005,eng
9.78067E+12,670011940,Along for the Ride,2009,eng
9.78159E+12,159420571X,Everything I Never Told You,2014,eng
9.78055E+12,553383809,La casa de los espíritus,1982,eng
9.78045E+12,451155750,The Dead Zone,1979,eng
9.78065E+12,646418432,The Mysterious Affair at Styles,1920,eng
9.78043E+12,425200450,Murder in the Calais Coach,1934,eng
9.78031E+12,307271080,Americanah,2013,eng
9.78045E+12,446611085,Suzanne's Diary for Nicholas,2001,eng
9.78045E+12,451167805,Firestarter,1980,eng
9.78043E+12,425263924,Entwined with You,2013,eng
9.78031E+12,307266303,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2009,eng
9.78162E+12,1616203218,The Storied Life of A.J. Fikry,2014,eng
9.78059E+12,590133373,Mad About Madeline,1939,eng
9.78159E+12,1585424331,Think and Grow Rich,1937,eng
9.78006E+12,60885378,Little House In The Big Woods,1932,eng
9.78077E+12,765356155,Jonathan Strange & Mr Norrell,2004,eng
9.78045E+12,446696137,A Bend in the Road,2001,eng
9.78142E+12,1423146727,The House of Hades,2013,eng
9.78006E+12,61448761,Gone,2008,eng
9.78045E+12,446615862,The Wedding,2003,eng
9.78074E+12,743226720,1776,2005,eng
9.78033E+12,330419129,Under the Banner of Heaven: A Story of Violent Faith,2003,eng
9.78006E+12,61928127,Beautiful Ruins,2012,eng
9.78031E+12,307237699,The Audacity of Hope: Thoughts on Reclaiming the American Dream,2006,eng
9.78074E+12,743455967,On Writing: A Memoir of the Craft,1999,eng
9.78031E+12,312364083,Firefly Lane,2008,eng
9.78035E+12,345418972,Sphere,1987,eng
9.78031E+12,312348673,Love the One You're With,2008,eng
9.78032E+12,316206873,The Silkworm,2014,eng
9.78035E+12,345476883,The Vampire Lestat,1985,eng
9.78006E+12,62049801,State of Wonder,2011,eng
9.78037E+12,374533571,The Silver Linings Playbook,2008,eng
9.78076E+12,076072850X,Vingt Mille Lieues Sous les Mers,1869,eng
9.78074E+12,743272498,The Constant Princess,2005,eng
9.78015E+12,151009988,Mrs Dalloway,1925,eng
9.78067E+12,067102423X,Bag of Bones,1998,eng
9.78079E+12,786226749,The Cider House Rules,1985,eng
9.78045E+12,451190750,Thinner,1984,eng
9.78014E+12,014044906X,Le tour du monde en quatre-vingts jours,1872,eng
9.78006E+12,60739495,Walk Two Moons,1994,eng
9.78006E+12,60589280,Onze minutos,2003,eng
9.78032E+12,316767727,Nine Stories,1953,eng
9.78032E+12,031610969X,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",2005,eng
9.78142E+12,1416912045,Unwind,2007,eng
9.7804E+12,399256768,Prodigy,2013,eng
9.78074E+12,074348276X,The Tragedie of King Lear,1603,eng
9.78044E+12,435233076,Death of a Salesman,1949,eng
9.78045E+12,446579920,The Choice,2007,eng
9.78055E+12,545422906,,2012,eng
,,The Sound and the Fury,1929,eng
9.78045E+12,452287588,A New Earth: Awakening to Your Life's Purpose,2005,eng
9.78159E+12,1591164419,BLEACH―ブリーチ―　1,2002,eng
9.78145E+12,1451666179,,2013,eng
9.78081E+12,812513738,The Shadow Rising ,1992,eng
9.78192E+12,192076920X,Shantaram,2003,eng
9.78044E+12,441015891,From Dead to Worse,2008,eng
9.78067E+12,670032565,The Waste Lands,1991,eng
9.78045E+12,451188454,The Bone Collector,1997,eng
9.78038E+12,375408266,Der Vorleser,1995,eng
9.78081E+12,805047905,"Brown Bear, Brown Bear, What Do You See?",1967,eng
9.78055E+12,553283685,Hyperion,1989,eng
9.78014E+12,142000698,The Pearl of the World,1947,eng
9.78006E+12,61007226,The Exorcist,1971,eng
9.78032E+12,031612558X,The Short Second Life of Bree Tanner,2009,eng
9.78068E+12,067976402X,Snow Falling on Cedars,1994,eng
9.78044E+12,440174643,Roots,1976,eng
9.78093E+12,930289455,Batman: The Killing Joke ,1988,eng
9.78068E+12,679732764,Invisible Man,1952,eng
9.78037E+12,374105235,A Long Way Gone. Memoirs of a Boy Soldier,2007,eng
9.78069E+12,689862202,Mrs. Frisby and the Rats of NIMH,1971,eng
9.78075E+12,751514624,Different Seasons,1982,eng
9.78006E+12,60529962,The Little House Collection,1953,eng
9.78014E+12,143035479,The Girls' Guide to Hunting and Fishing,1998,eng
,,Wool Omnibus,2012,eng
9.78038E+12,380813815,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",2002,eng
9.78158E+12,1577314808,The Power of Now,1997,eng
9.7804E+12,399159010,Let's Pretend This Never Happened (A Mostly True Memoir),2012,eng
9.78006E+12,64471837,Sabriel,1995,eng
9.78044E+12,441017150,Dead and Gone,2009,eng
9.78144E+12,1439102767,The Storyteller,2013,eng
9.78162E+12,1620610078,Obsidian,2011,eng
9.78035E+12,345418905,"Life, the Universe and Everything",1982,eng
9.78162E+12,1619630621,Crown of Midnight,2013,eng
9.78193E+12,1932664084,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",2004,eng
9.78142E+12,1416586288,Half Broke Horses: A True Life Novel,2008,eng
9.78006E+12,61020680,Mort,1987,eng
9.78037E+12,373210086,"The Iron King (The Iron Fey, #1) ",2010,eng
9.78067E+12,067168390X,Lonesome Dove,1985,eng
9.78039E+12,393324826,Stiff: The Curious Lives of Human Cadavers,2003,eng
9.7816E+12,1595143173,Bloodlines,2011,eng
9.78077E+12,765342405,Ender's Shadow,1998,eng
9.78039E+12,385342020,Twenties Girl,2009,eng
9.78034E+12,340606517,Schindler's Ark,1982,eng
9.78045E+12,452287065,The Bluest Eye,1970,eng
9.78142E+12,1416563687,The White Queen,2009,eng
9.78035E+12,345350685,The Autobiography of Malcolm X,1965,eng
9.78156E+12,1563892278,Preludes & Nocturnes,1989,eng
9.78035E+12,345465083,Seabiscuit,1999,eng
9.78038E+12,038073186X,Shutter Island,2003,eng
9.78055E+12,553328255,The Complete Sherlock Holmes,1894,eng
9.7802E+12,198320272,The Tragedy of Julius Caesar,1599,eng
9.78031E+12,307408841,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",2011,eng
9.78014E+12,140449140,Πολιτεία,-380,eng
9.78074E+12,074347757X,The Taming of the Shrew,1593,eng
9.78031E+12,312642970,Cress,2014,eng
9.78007E+12,006621131X,Just Kids,2010,eng
9.78071E+12,714836257,,1997,eng
9.78077E+12,767905180,Jemima J,2001,eng
9.78045E+12,451527887,Notre-Dame de Paris,1831,eng
9.7814E+12,140003065X,A Fine Balance,1996,eng
9.78084E+12,836220889,Calvin and Hobbes,1987,eng
9.78069E+12,689865406,Specials,2006,eng
9.78054E+12,543898083,The Awakening,1899,eng
9.78031E+12,031237982X,Hunted,2009,eng
9.7814E+12,1401303277,For One More Day,2006,eng
9.78043E+12,425144372,Clear and Present Danger,1989,eng
9.78006E+12,60513098,Falling Up,1996,eng
9.78006E+12,61992704,Sh*t My Dad Says,2010,eng
9.78202E+12,2020336464,Trainspotting,1993,fre
9.78055E+12,553803727,Foundation and Empire,1952,eng
9.78188E+12,1878424505,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",1997,eng
9.78074E+12,743296435,House Rules,2010,eng
9.78039E+12,394709306,Brüder Grimm: Kinder- und Hausmärchen,1812,eng
9.78074E+12,744583276,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,1967,eng
9.78148E+12,1476727651,Doctor Sleep,2013,eng
9.78014E+12,140285679,About a Boy,1998,eng
,,On Dublin Street,2012,eng
9.78143E+12,1434768511,Crazy Love: Overwhelmed by a Relentless God,2008,eng
9.78001E+12,7173687,"One Fish, Two Fish, Red Fish, Blue Fish",1960,eng
9.78043E+12,,Watchers,1987,eng
9.78055E+12,553213873,The Story of My Life,1902,eng
9.78053E+12,052595127X,This Is Where I Leave You,2009,eng
9.78045E+12,446563080,Abraham Lincoln: Vampire Hunter,2010,eng
9.78159E+12,1591826039,フルーツバスケット 1,1999,eng
9.78074E+12,743482832,The Tempest,1623,eng
9.78191E+12,1905654944,Burned: A House of Night Novel,2010,eng
9.78034E+12,340829788,Wizard and Glass,1997,eng
9.78039E+12,385351399,The Circle,2013,eng
9.78044E+12,439813786,The Invention of Hugo Cabret,2007,eng
9.78006E+12,60776099,Brave New World/Brave New World Revisited,1932,eng
9.78159E+12,1591169151,桜蘭高校ホスト部 1,2003,eng
9.78078E+12,778316556,The Good Girl,2014,eng
,,"Fallen Too Far (Too Far, #1)",2012,eng
9.78125E+12,1250049377,Landline,2014,eng
9.78191E+12,1905654588,Tempted,2008,eng
9.78038E+12,375706674,No Country for Old Men,2005,eng
9.78006E+12,006441034X,Howl's Moving Castle,1986,eng
9.78223E+12,2226131906,Dreamcatcher,2001,fre
9.78069E+12,691096120,Walden; or Life in the Woods,1854,eng
9.78057E+12,571225381,The Remains of the Day,1989,eng
9.78045E+12,446547654,The Best of Me,2010,eng
9.78022E+12,224094157,The Sense of an Ending,2011,eng
9.78031E+12,312938993,A is for Alibi,1982,eng
9.78158E+12,1580495931,Οἰδίπους Τύραννος,-430,eng
9.7814E+12,1400067111,Shanghai Girls,2009,eng
9.78014E+12,143039091,The Wind in the Willows,1908,eng
,,To All the Boys I've Loved Before,2014,eng
9.78038E+12,037571457X,Persepolis,2000,eng
9.78142E+12,1420925431,A Room with a View,1908,eng
9.78032E+12,316084239,The DUFF: Designated Ugly Fat Friend,2010,eng
9.78067E+12,067001088X,Lock and Key,2008,eng
9.7804E+12,399151575,Naked in Death,1995,eng
9.78039E+12,385339666,The Chamber,1994,eng
,,Midnight Sun (Partial Draft),2008,eng
9.78157E+12,1569319006,NARUTO -ナルト- 巻ノ一 ,1999,eng
9.78081E+12,812993292,The Unlikely Pilgrimage of Harold Fry,2012,eng
9.78031E+12,307931889,Every Day,2012,eng
9.78031E+12,312861877,Xenocide,1991,eng
9.78074E+12,743477561,The Merchant of Venice,1596,eng
9.78044E+12,440178002,Shōgun,1975,eng
9.78045E+12,451219368,"Lover Awakened (Black Dagger Brotherhood, #3)",2006,eng
9.78162E+12,1619634449,A Court of Thorns and Roses,2015,eng
9.78035E+12,345803574,,2012,eng
9.78069E+12,068983568X,Chicka Chicka Boom Boom,1989,eng
9.78055E+12,545132053,Smile,2009,eng
9.78015E+12,151010269, Animal Farm & 1984,1950,eng
9.78014E+12,140286276,The Deep End of the Ocean,1996,eng
9.78035E+12,345457374,The Bonesetter's Daughter,2001,eng
9.78006E+12,60288140,"Angus, Thongs and Full-Frontal Snogging",1999,eng
9.78037E+12,374214913,Mr. Penumbra's 24-Hour Bookstore,2012,eng
9.78074E+12,743496310,Flowers in the Attic,1979,eng
,,When Breath Becomes Air,2016,eng
9.78059E+12,590452037,Maniac Magee,1990,eng
9.78074E+12,743482778,"Twelfth Night; or, What You Will",1601,eng
9.78039E+12,385732562,Gathering Blue,2000,eng
9.78014E+12,014240120X,The Westing Game,1978,eng
9.78035E+12,345539788,Red Rising,2014,eng
9.78032E+12,316033677,The Way of Shadows,2008,eng
9.78081E+12,812474945,The Bean Trees,1988,eng
9.78148E+12,1476712980,Walking Disaster,2013,eng
9.78077E+12,765326361,Words of Radiance,2014,eng
9.78076E+12,076360013X,Guess How Much I Love You,1988,eng
9.78044E+12,440221668,The Fiery Cross,2001,eng
9.78045E+12,450042685,Night Shift,1978,eng
9.7814E+12,1400064562,Jaws,1974,eng
9.78039E+12,393328627,The History of Love,2005,eng
9.78014E+12,142402494,Pippi Långstrump,1945,eng
9.78193E+12,1933372605,L'élégance du hérisson,2006,eng
9.78074E+12,743270754,Team of Rivals: The Political Genius of Abraham Lincoln,2005,eng
9.78044E+12,441018645,Dead in the Family,2010,eng
9.78068E+12,679720219,La peste,1947,eng
9.78044E+12,439206480,The Reptile Room,1999,eng
9.78145E+12,145162137X,Brain on Fire,2012,eng
9.78006E+12,61214655,Wicked Lovely ,2007,eng
9.7804E+12,039515023X,Curious George,1941,eng
9.78053E+12,525457585,Die unendliche Geschichte,1979,eng
9.78057E+12,571212921,A Beautiful Mind,1998,eng
9.78188E+12,1884365302,The Jungle,1906,eng
9.78006E+12,61662690,The Summoning,2008,eng
9.78068E+12,684853949,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,1985,eng
9.78006E+12,006074815X,Storm Island,1978,eng
9.78186E+12,1860498809,The Blind Assassin,2000,eng
9.78159E+12,1594747350,Hollow City,2014,eng
9.78036E+12,356500152,The Girl with All the Gifts,2014,eng
9.78068E+12,067973225X,As I Lay Dying,1930,eng
9.78075E+12,747532036,Harold and the Purple Crayon,1955,eng
9.78055E+12,553803735,,1953,eng
9.78045E+12,451458125,Fool Moon ,2001,eng
9.78032E+12,316204366,David and Goliath,2011,eng
9.78159E+12,1591169208,鋼の錬金術師 1,2002,eng
9.78006E+12,61020648,Guards! Guards!,1989,eng
9.7814E+12,1400078431,The Year of Magical Thinking,2005,eng
9.78006E+12,006112429X,We Need to Talk About Kevin,2003,eng
9.78186E+12,1857231589,Rendezvous with Rama,1973,eng
9.78035E+12,345419626,The Queen of the Damned,1988,eng
9.78159E+12,159308143X,The Age of Innocence,1920,eng
9.7802E+12,199291152,The Selfish Gene,1976,eng
9.78014E+12,142001430,Year of Wonders: A Novel of the Plague,2001,eng
9.78045E+12,446612731,The Black Echo,1992,eng
9.78045E+12,452281253,Anthem,1938,eng
